Activity_ID,Project_ID,Employee_ID,Activity_Date,Activity_Type,Hours_Worked,Cost,Tasks_Completed,Issues_Raised,Issues_Resolved
A003288,P0071,E041,2026-01-13,Quality Review,2.3,192.03,2,1,1
A003289,P0036,E016,2025-11-07,Client Review,5.7,487.72,0,1,1
A003290,P0041,E038,2026-03-23,Stakeholder Meeting,5.5,434.96,7,1,1
A003291,P0088,E016,2025-12-13,Analysis,1.0,49.08,5,1,2
A003292,P0054,E020,2025-09-18,Quality Review,5.5,366.41,2,0,0
A003293,P0101,E035,2026-06-09,Analysis,2.5,232.86,5,1,1
A003294,P0104,E018,2025-02-28,Issue Resolution,5.5,350.16,5,0,0
A003295,P0005,E041,2025-01-30,Issue Resolution,8.7,800.21,1,0,1
A003296,P0087,E002,2026-05-02,Stakeholder Meeting,6.7,506.4,1,0,0
A003297,P0045,E001,2026-02-09,Issue Resolution,5.9,505.63,1,0,0
A003298,P0063,E005,2025-08-23,Kickoff,4.2,195.48,0,1,2
A003299,P0032,E013,2026-07-16,Data Collection,5.7,516.44,6,1,2
A003300,P0045,E003,2026-02-03,Analysis,6.9,594.78,1,0,0
A003301,P0040,E020,2026-03-29,Stakeholder Meeting,6.7,550.09,6,1,1
A003302,P0007,E002,2026-05-14,Analysis,5.3,484.81,4,0,1
A003303,P0094,E038,2025-05-31,Quality Review,6.0,494.0,0,1,1
A003304,P0018,E008,2025-03-17,Issue Resolution,2.2,153.13,6,0,1
A003305,P0046,E049,2025-12-11,Quality Review,3.7,273.51,1,0,1
A003306,P0024,E043,2026-07-29,Quality Review,7.3,615.05,7,1,1
A003307,P0020,E035,2026-05-07,Kickoff,7.6,607.62,0,0,1
A003308,P0045,E040,2026-01-27,Analysis,5.7,401.89,4,0,1
A003309,P0111,E039,2026-02-02,Issue Resolution,9.2,652.14,2,0,0
A003310,P0114,E043,2026-10-29,Issue Resolution,6.8,597.16,4,0,1
A003311,P0046,E028,2026-03-09,Kickoff,4.9,174.41,6,0,1
A003312,P0061,E032,2026-01-23,Kickoff,2.5,195.19,6,0,1
A003313,P0119,E024,2025-08-27,Issue Resolution,9.1,627.35,2,0,1
A003314,P0029,E032,2025-11-23,Data Collection,7.4,631.2,0,1,2
A003315,P0114,E020,2026-07-19,Reporting,10.0,473.26,2,0,1
A003316,P0013,E007,2025-03-16,Issue Resolution,10.9,725.07,6,0,0
A003317,P0028,E047,2026-05-19,Issue Resolution,2.3,98.11,4,1,1
A003318,P0041,E035,2026-04-30,Quality Review,2.3,171.49,6,1,1
A003319,P0005,E036,2025-01-05,Stakeholder Meeting,0.5,40.41,3,1,2
A003320,P0098,E015,2026-07-20,Client Review,7.8,564.81,4,1,2
A003321,P0103,E039,2026-01-02,Client Review,7.1,484.83,0,1,1
A003322,P0047,E026,2025-09-15,Issue Resolution,5.7,316.94,0,1,1
A003323,P0101,E004,2026-06-14,Quality Review,2.4,176.13,5,0,0
A003324,P0093,E048,2025-03-03,Project Administration,5.3,471.54,1,0,1
A003325,P0097,E050,2025-10-17,Client Review,6.0,469.71,2,0,0
A003326,P0097,E044,2025-09-24,Kickoff,7.5,272.83,2,0,1
A003327,P0069,E024,2026-03-20,Analysis,6.2,406.24,5,0,1
A003328,P0014,E012,2025-02-20,Issue Resolution,7.2,570.13,7,0,0
A003329,P0111,E001,2026-02-01,Data Collection,5.2,339.3,6,0,1
A003330,P0074,E037,2026-01-14,Client Review,8.5,599.09,5,1,2
A003331,P0109,E045,2025-11-08,Stakeholder Meeting,7.1,636.83,6,0,1
A003332,P0116,E006,2026-04-08,Data Collection,2.5,218.59,4,1,1
A003333,P0023,E035,2025-09-10,Quality Review,9.0,358.91,1,1,1
A003334,P0049,E002,2025-05-06,Project Administration,8.6,564.45,3,1,2
A003335,P0024,E039,2026-10-01,Project Administration,6.7,484.67,7,0,0
A003336,P0007,E002,2026-05-30,Stakeholder Meeting,6.2,533.96,6,1,2
A003337,P0116,E049,2026-06-25,Kickoff,9.6,488.93,2,0,0
A003338,P0111,E009,2026-01-22,Issue Resolution,1.4,60.75,2,0,0
A003339,P0112,E021,2025-04-16,Project Administration,8.6,609.13,7,0,0
A003340,P0107,E035,2026-03-31,Reporting,4.3,271.14,0,0,0
A003341,P0078,E043,2025-11-11,Reporting,8.2,413.79,7,1,2
A003342,P0063,E019,2025-08-25,Quality Review,5.8,531.14,5,1,2
A003343,P0119,E050,2025-11-10,Kickoff,2.4,129.73,6,0,0
A003344,P0067,E001,2025-09-16,Data Collection,4.3,164.76,2,1,1
A003345,P0078,E024,2025-11-07,Data Collection,8.1,312.08,5,0,0
A003346,P0026,E050,2026-04-09,Project Administration,5.0,235.32,2,1,1
A003347,P0090,E014,2025-07-05,Kickoff,3.9,163.82,0,1,2
A003348,P0099,E027,2026-04-25,Reporting,3.9,228.86,3,0,1
A003349,P0082,E023,2026-03-14,Stakeholder Meeting,7.1,282.78,7,1,2
A003350,P0060,E020,2025-07-23,Kickoff,9.9,679.83,1,1,1
A003351,P0024,E039,2026-09-25,Project Administration,0.5,29.75,1,0,0
A003352,P0005,E026,2025-01-11,Kickoff,12.5,885.94,7,1,1
A003353,P0076,E036,2025-09-22,Issue Resolution,6.0,566.13,7,0,0
A003354,P0082,E026,2026-03-06,Client Review,7.0,661.6,6,0,1
A003355,P0093,E050,2025-02-17,Issue Resolution,4.4,264.1,7,0,1
A003356,P0115,E024,2025-04-15,Data Collection,5.5,313.63,7,0,1
A003357,P0060,E040,2025-08-04,Issue Resolution,6.0,455.36,7,0,1
A003358,P0100,E031,2025-03-30,Reporting,2.9,165.48,7,0,0
A003359,P0086,E041,2025-12-03,Stakeholder Meeting,3.5,285.94,5,1,1
A003360,P0034,E045,2025-04-22,Client Review,8.5,604.34,2,0,0
A003361,P0102,E012,2026-01-07,Stakeholder Meeting,1.6,75.15,3,1,2
A003362,P0007,E016,2026-06-16,Analysis,6.6,395.27,3,0,0
A003363,P0072,E016,2026-04-25,Analysis,4.6,399.37,4,0,0
A003364,P0113,E025,2026-06-02,Reporting,3.1,211.42,5,1,2
A003365,P0080,E025,2026-04-28,Reporting,10.4,806.99,1,0,0
A003366,P0113,E001,2026-06-27,Analysis,3.1,240.53,0,0,0
A003367,P0007,E045,2026-08-27,Analysis,2.7,172.61,4,2,3
A003368,P0064,E043,2025-11-29,Project Administration,5.0,263.65,7,0,0
A003369,P0094,E031,2025-04-23,Quality Review,3.6,254.81,6,0,1
A003370,P0078,E016,2025-12-05,Issue Resolution,5.5,229.81,0,0,1
A003371,P0106,E042,2026-02-16,Analysis,5.9,417.97,4,0,1
A003372,P0056,E014,2025-05-09,Analysis,6.1,251.1,4,1,2
A003373,P0082,E016,2026-04-04,Analysis,5.2,463.36,3,0,0
A003374,P0051,E050,2025-11-04,Quality Review,3.7,294.64,5,0,1
A003375,P0105,E047,2025-11-28,Issue Resolution,7.1,325.7,3,0,0
A003376,P0015,E030,2025-08-22,Quality Review,5.2,426.81,7,0,0
A003377,P0031,E009,2025-12-25,Analysis,4.3,337.77,7,0,0
A003378,P0012,E007,2026-04-19,Project Administration,9.2,724.1,5,1,2
A003379,P0085,E049,2025-12-10,Reporting,5.2,286.61,3,1,2
A003380,P0028,E014,2026-02-21,Stakeholder Meeting,8.2,544.19,4,0,1
A003381,P0039,E035,2026-06-08,Kickoff,8.6,603.26,7,2,3
A003382,P0101,E018,2026-06-24,Reporting,8.7,501.28,2,1,2
A003383,P0044,E025,2025-10-19,Reporting,7.2,494.09,6,0,0
A003384,P0018,E050,2025-03-13,Project Administration,5.5,273.03,4,0,0
A003385,P0003,E030,2025-08-17,Analysis,5.3,463.71,0,0,1
A003386,P0028,E022,2026-03-02,Data Collection,4.9,453.84,5,0,1
A003387,P0110,E021,2026-06-13,Project Administration,0.5,27.3,1,0,0
A003388,P0066,E012,2026-01-06,Quality Review,7.3,405.47,4,0,0
A003389,P0120,E028,2026-06-03,Kickoff,6.1,292.63,7,2,2
A003390,P0026,E029,2026-05-19,Kickoff,7.6,660.34,6,0,0
A003391,P0043,E005,2026-05-30,Quality Review,5.2,232.97,5,0,0
A003392,P0020,E021,2026-04-28,Reporting,7.2,597.11,0,2,3
A003393,P0048,E033,2025-06-11,Analysis,2.1,178.37,6,0,0
A003394,P0068,E003,2025-06-25,Stakeholder Meeting,2.6,140.33,2,0,1
A003395,P0097,E049,2025-09-26,Client Review,0.5,40.8,0,0,0
A003396,P0045,E044,2026-01-18,Project Administration,5.2,323.33,7,1,2
A003397,P0093,E032,2025-02-10,Quality Review,3.6,201.27,1,0,0
A003398,P0076,E001,2025-09-27,Stakeholder Meeting,3.2,283.53,2,0,0
A003399,P0036,E026,2025-10-08,Stakeholder Meeting,6.3,391.93,1,1,1
A003400,P0110,E045,2026-05-29,Data Collection,4.4,168.58,4,1,2
A003401,P0053,E002,2025-07-12,Kickoff,1.9,138.84,6,1,1
A003402,P0019,E040,2026-06-13,Issue Resolution,11.9,886.31,4,1,1
A003403,P0116,E042,2026-07-08,Kickoff,5.4,394.63,6,1,1
A003404,P0110,E004,2026-05-31,Issue Resolution,2.8,158.53,7,0,1
A003405,P0006,E012,2025-07-23,Analysis,3.8,287.72,6,0,1
A003406,P0109,E037,2025-10-15,Client Review,5.1,267.57,1,0,0
A003407,P0114,E046,2026-06-05,Project Administration,5.1,320.59,1,0,1
A003408,P0100,E039,2025-04-09,Client Review,8.8,422.42,2,0,0
A003409,P0031,E027,2026-01-01,Client Review,5.3,380.51,5,0,1
A003410,P0076,E031,2025-10-17,Analysis,10.1,844.66,6,0,0
A003411,P0065,E027,2025-06-28,Reporting,4.4,179.78,2,0,1
A003412,P0075,E029,2026-03-06,Reporting,6.6,241.7,5,0,0
A003413,P0074,E039,2025-11-28,Stakeholder Meeting,8.1,653.41,1,1,2
A003414,P0077,E003,2025-12-09,Kickoff,8.5,462.17,4,0,1
A003415,P0062,E011,2025-08-02,Project Administration,8.8,478.98,6,1,2
A003416,P0083,E003,2025-05-02,Data Collection,4.8,330.64,3,0,0
A003417,P0064,E040,2025-12-08,Project Administration,5.5,353.12,1,0,1
A003418,P0002,E037,2025-09-26,Project Administration,0.5,21.15,3,1,2
A003419,P0005,E003,2025-01-22,Kickoff,5.0,403.13,6,1,2
A003420,P0115,E006,2025-07-27,Client Review,8.2,373.73,7,1,1
A003421,P0110,E014,2026-06-07,Reporting,7.7,651.13,4,1,2
A003422,P0071,E013,2026-01-26,Analysis,5.3,428.56,5,0,0
A003423,P0021,E026,2026-04-22,Issue Resolution,9.7,436.83,3,1,2
A003424,P0094,E025,2025-04-30,Data Collection,4.5,362.22,7,1,2
A003425,P0018,E018,2025-03-18,Analysis,3.7,276.23,6,1,2
A003426,P0046,E009,2026-02-17,Project Administration,4.3,403.81,7,1,1
A003427,P0040,E033,2026-05-23,Client Review,2.7,209.82,6,1,2
A003428,P0002,E040,2025-09-29,Data Collection,7.1,414.73,4,0,0
A003429,P0097,E033,2025-10-15,Data Collection,6.2,447.66,7,0,1
A003430,P0062,E041,2025-06-20,Analysis,7.0,522.99,4,0,0
A003431,P0038,E046,2025-09-29,Kickoff,4.5,358.83,4,0,1
A003432,P0061,E043,2026-07-07,Data Collection,5.4,340.83,5,0,1
A003433,P0001,E033,2026-09-06,Reporting,0.5,42.33,1,1,1
A003434,P0053,E003,2025-06-04,Kickoff,6.4,334.19,6,0,0
A003435,P0063,E017,2025-08-14,Analysis,5.7,528.96,2,0,0
A003436,P0041,E022,2026-06-02,Analysis,2.7,144.79,5,0,0
A003437,P0100,E036,2025-03-23,Project Administration,5.2,193.71,6,0,1
A003438,P0030,E043,2026-02-11,Project Administration,4.9,230.34,0,0,0
A003439,P0017,E033,2025-12-26,Issue Resolution,9.9,897.4,2,0,1
A003440,P0064,E019,2025-10-19,Stakeholder Meeting,2.8,230.73,7,0,0
A003441,P0107,E040,2026-02-09,Quality Review,6.3,386.58,2,0,0
A003442,P0046,E035,2026-01-06,Quality Review,2.8,250.07,5,0,1
A003443,P0006,E040,2025-07-17,Issue Resolution,4.1,204.17,4,0,0
A003444,P0117,E030,2025-11-17,Client Review,6.2,303.88,6,0,0
A003445,P0054,E033,2025-09-24,Project Administration,5.0,213.69,4,1,2
A003446,P0021,E018,2026-05-14,Quality Review,5.5,338.5,3,1,2
A003447,P0074,E020,2026-01-17,Project Administration,6.3,414.84,0,1,1
A003448,P0039,E014,2026-07-26,Client Review,4.3,187.95,3,0,1
A003449,P0113,E013,2026-05-29,Client Review,7.7,322.45,4,0,1
A003450,P0036,E033,2025-10-27,Reporting,4.7,274.61,5,0,0
A003451,P0067,E020,2025-09-06,Stakeholder Meeting,5.3,259.47,6,0,0
A003452,P0066,E007,2026-01-19,Reporting,6.4,444.52,6,0,1
A003453,P0030,E002,2026-03-28,Stakeholder Meeting,6.1,405.41,3,0,0
A003454,P0060,E044,2025-07-13,Reporting,7.1,317.72,0,0,1
A003455,P0014,E022,2025-02-15,Analysis,6.3,225.52,2,0,1
A003456,P0078,E029,2025-11-11,Issue Resolution,6.7,493.71,3,0,1
A003457,P0091,E046,2025-07-11,Reporting,4.7,382.45,7,0,1
A003458,P0115,E006,2025-04-24,Client Review,2.8,180.03,6,1,1
A003459,P0040,E047,2026-04-20,Data Collection,1.9,132.11,7,0,1
A003460,P0035,E036,2026-06-12,Issue Resolution,1.3,120.51,7,0,1
A003461,P0066,E033,2026-01-19,Issue Resolution,9.9,802.52,1,0,0
A003462,P0084,E022,2026-06-25,Data Collection,0.5,27.51,0,0,0
A003463,P0120,E036,2026-07-18,Stakeholder Meeting,8.5,731.15,4,0,0
A003464,P0004,E011,2025-03-19,Client Review,3.4,230.89,2,0,0
A003465,P0029,E016,2025-12-29,Issue Resolution,8.5,563.69,6,0,0
A003466,P0032,E049,2026-04-07,Client Review,0.5,38.26,3,0,0
A003467,P0031,E014,2025-12-04,Quality Review,4.9,297.77,0,1,1
A003468,P0056,E036,2025-06-26,Analysis,9.1,799.4,1,1,1
A003469,P0105,E047,2025-12-18,Project Administration,7.3,328.77,2,0,0
A003470,P0004,E030,2025-02-20,Issue Resolution,4.7,283.48,0,0,1
A003471,P0098,E015,2026-04-27,Project Administration,0.6,23.34,2,2,3
A003472,P0075,E043,2026-04-25,Analysis,2.2,170.11,4,0,1
A003473,P0074,E042,2025-10-22,Stakeholder Meeting,9.0,460.96,7,1,2
A003474,P0082,E028,2026-02-09,Analysis,4.6,278.42,5,0,0
A003475,P0014,E006,2025-03-04,Project Administration,5.3,467.36,0,1,2
A003476,P0090,E023,2025-06-15,Issue Resolution,6.2,286.3,3,0,0
A003477,P0030,E022,2026-01-02,Data Collection,2.2,77.3,6,0,0
A003478,P0062,E010,2025-06-29,Analysis,6.5,452.97,2,2,3
A003479,P0082,E021,2026-05-20,Quality Review,4.5,275.64,4,0,0
A003480,P0073,E008,2026-08-30,Stakeholder Meeting,6.2,237.45,7,0,0
A003481,P0039,E035,2026-08-04,Quality Review,4.1,216.38,1,1,1
A003482,P0048,E022,2025-06-08,Stakeholder Meeting,1.6,78.95,3,1,2
A003483,P0058,E037,2025-08-28,Client Review,4.4,222.8,4,0,0
A003484,P0005,E023,2025-02-02,Project Administration,7.1,584.9,6,0,1
A003485,P0088,E036,2026-01-06,Project Administration,6.5,346.35,6,0,0
A003486,P0012,E037,2026-03-29,Quality Review,5.6,360.51,2,1,2
A003487,P0056,E009,2025-07-02,Issue Resolution,7.7,392.17,3,0,1
A003488,P0079,E023,2026-05-25,Client Review,5.0,460.16,6,0,1
A003489,P0010,E038,2025-03-19,Data Collection,5.6,456.14,6,0,0
A003490,P0120,E030,2026-07-20,Issue Resolution,4.3,259.71,6,0,0
A003491,P0046,E012,2025-12-07,Stakeholder Meeting,7.9,621.09,5,0,0
A003492,P0002,E042,2025-08-27,Reporting,6.2,334.11,2,0,0
A003493,P0080,E010,2026-05-27,Client Review,4.1,163.73,2,0,1
A003494,P0067,E050,2025-05-05,Project Administration,1.8,109.5,5,0,0
A003495,P0077,E036,2025-11-20,Project Administration,8.3,571.66,2,0,1
A003496,P0091,E017,2025-06-22,Issue Resolution,3.6,201.46,5,0,0
A003497,P0058,E010,2025-08-07,Quality Review,5.7,336.83,4,0,0
A003498,P0100,E046,2025-04-06,Stakeholder Meeting,11.4,887.67,3,1,2
A003499,P0045,E027,2026-02-13,Stakeholder Meeting,7.5,665.45,2,0,1
A003500,P0066,E041,2026-01-23,Project Administration,9.5,842.14,6,0,0
A003501,P0020,E042,2026-03-15,Data Collection,4.2,292.07,3,0,0
A003502,P0075,E004,2026-02-15,Quality Review,8.2,596.71,2,1,1
A003503,P0032,E035,2026-02-28,Client Review,5.6,375.02,3,1,1
A003504,P0084,E017,2026-07-09,Kickoff,6.4,366.55,3,2,2
A003505,P0097,E046,2025-10-09,Reporting,10.6,840.47,4,0,1
A003506,P0104,E011,2025-06-03,Analysis,4.8,200.04,7,0,1
A003507,P0112,E002,2025-03-30,Analysis,5.5,487.52,2,0,0
A003508,P0015,E034,2025-09-10,Reporting,3.2,166.47,1,0,1
A003509,P0017,E028,2026-01-17,Kickoff,7.7,370.6,7,2,2
A003510,P0112,E028,2025-05-09,Data Collection,4.1,210.9,1,0,1
A003511,P0046,E014,2026-01-29,Quality Review,8.1,677.99,7,1,1
A003512,P0004,E025,2025-05-26,Reporting,1.4,71.59,1,2,3
A003513,P0035,E049,2026-05-26,Kickoff,6.9,493.85,2,1,1
A003514,P0101,E039,2026-05-28,Stakeholder Meeting,3.9,216.8,7,0,1
A003515,P0043,E050,2026-05-24,Analysis,7.3,543.0,1,1,1
A003516,P0010,E017,2025-03-08,Quality Review,5.5,387.74,1,0,1
A003517,P0087,E044,2026-05-03,Analysis,4.2,398.44,4,0,0
A003518,P0024,E020,2026-09-06,Kickoff,4.5,241.46,1,0,1
A003519,P0043,E047,2026-06-17,Quality Review,3.4,190.36,0,1,1
A003520,P0001,E044,2026-09-15,Issue Resolution,7.6,356.64,5,1,1
A003521,P0073,E009,2026-06-07,Reporting,2.9,182.22,7,0,1
A003522,P0054,E049,2025-10-11,Stakeholder Meeting,4.8,409.16,6,1,2
A003523,P0105,E031,2025-12-09,Quality Review,6.4,305.02,7,0,1
A003524,P0041,E039,2026-05-29,Data Collection,9.5,880.5,4,1,1
A003525,P0025,E029,2025-06-27,Analysis,5.5,196.84,4,0,1
A003526,P0020,E011,2026-04-13,Stakeholder Meeting,4.9,408.21,7,0,1
A003527,P0025,E050,2025-09-21,Reporting,6.2,474.28,4,0,1
A003528,P0055,E006,2026-01-23,Quality Review,0.5,44.66,0,1,2
A003529,P0011,E041,2025-05-31,Project Administration,2.5,165.77,1,2,3
A003530,P0049,E011,2025-04-29,Reporting,4.6,348.95,4,0,1
A003531,P0103,E040,2026-01-23,Kickoff,3.7,140.47,6,0,0
A003532,P0093,E022,2025-02-08,Quality Review,1.5,87.99,4,0,0
A003533,P0077,E012,2025-11-11,Reporting,7.6,617.44,3,1,2
A003534,P0108,E012,2025-05-03,Kickoff,6.1,253.39,2,0,0
A003535,P0094,E016,2025-04-29,Stakeholder Meeting,5.9,483.47,5,0,1
A003536,P0079,E046,2026-06-14,Issue Resolution,3.8,203.29,7,0,0
A003537,P0104,E039,2025-05-19,Stakeholder Meeting,5.7,320.22,2,0,0
A003538,P0015,E034,2025-07-30,Quality Review,6.8,502.13,4,1,2
A003539,P0099,E032,2026-08-04,Data Collection,4.8,190.51,3,0,0
A003540,P0036,E021,2025-11-02,Kickoff,6.6,478.35,1,0,1
A003541,P0088,E046,2025-12-07,Analysis,3.5,314.38,3,0,0
A003542,P0110,E014,2026-07-02,Client Review,5.7,231.57,0,0,0
A003543,P0060,E048,2025-08-15,Project Administration,8.4,421.51,4,0,1
A003544,P0011,E020,2025-05-28,Reporting,8.6,308.06,0,0,1
A003545,P0045,E018,2025-12-25,Issue Resolution,8.8,581.5,3,1,1
A003546,P0049,E024,2025-03-31,Reporting,6.2,488.92,7,0,1
A003547,P0113,E038,2026-06-03,Reporting,5.6,507.27,1,0,1
A003548,P0114,E036,2026-08-19,Stakeholder Meeting,4.4,251.16,2,0,0
A003549,P0069,E039,2026-03-14,Kickoff,1.0,43.93,5,0,1
A003550,P0115,E005,2025-06-05,Stakeholder Meeting,2.1,77.16,7,0,1
A003551,P0053,E009,2025-07-28,Issue Resolution,5.1,277.95,7,1,2
A003552,P0050,E043,2025-06-10,Quality Review,5.2,341.82,0,0,0
A003553,P0101,E050,2026-05-29,Client Review,9.0,801.42,1,1,1
A003554,P0081,E007,2025-09-20,Kickoff,8.8,422.29,7,0,0
A003555,P0063,E046,2025-08-26,Data Collection,3.8,311.14,4,0,0
A003556,P0055,E014,2026-03-26,Analysis,7.5,478.91,6,0,1
A003557,P0085,E049,2025-12-25,Stakeholder Meeting,4.3,374.32,0,1,2
A003558,P0091,E050,2025-08-28,Project Administration,7.2,624.84,0,0,1
A003559,P0059,E032,2025-10-31,Quality Review,7.5,648.46,1,1,2
A003560,P0004,E010,2025-04-30,Reporting,8.6,508.09,0,0,1
A003561,P0013,E040,2025-03-21,Reporting,4.3,239.82,7,0,1
A003562,P0018,E006,2025-04-27,Stakeholder Meeting,8.0,379.5,6,0,0
A003563,P0056,E017,2025-05-06,Project Administration,0.8,38.96,3,0,1
A003564,P0074,E032,2025-09-17,Analysis,8.7,626.17,0,0,0
A003565,P0097,E004,2025-10-05,Kickoff,5.4,500.67,0,0,0
A003566,P0028,E020,2026-04-13,Client Review,5.5,392.47,2,0,1
A003567,P0095,E040,2026-01-02,Reporting,0.5,29.87,5,0,0
A003568,P0080,E005,2026-04-24,Analysis,4.5,222.95,6,1,1
A003569,P0007,E019,2026-06-07,Issue Resolution,8.9,659.65,4,1,2
A003570,P0043,E001,2026-06-12,Data Collection,4.4,209.69,7,0,0
A003571,P0037,E033,2025-09-10,Analysis,7.3,296.4,7,0,1
A003572,P0107,E004,2025-11-07,Data Collection,5.6,227.43,6,0,1
A003573,P0111,E015,2026-01-26,Data Collection,8.2,705.43,0,0,0
A003574,P0099,E027,2026-07-12,Client Review,6.0,347.61,7,0,0
A003575,P0064,E011,2025-11-28,Client Review,3.2,292.55,7,0,1
A003576,P0060,E012,2025-07-25,Reporting,5.6,362.91,4,0,0
A003577,P0038,E042,2025-11-04,Issue Resolution,9.5,726.66,4,0,0
A003578,P0093,E039,2025-02-19,Kickoff,6.7,566.93,6,0,1
A003579,P0011,E005,2025-04-06,Reporting,5.2,454.84,4,0,1
A003580,P0033,E043,2026-04-29,Data Collection,11.1,496.76,2,0,1
A003581,P0017,E024,2026-01-21,Project Administration,8.4,403.2,5,0,0
A003582,P0060,E008,2025-07-22,Reporting,7.5,330.04,6,1,2
A003583,P0036,E046,2025-10-13,Client Review,6.3,388.92,1,0,1
A003584,P0024,E017,2026-07-28,Reporting,7.3,323.41,5,0,0
A003585,P0046,E017,2025-12-10,Stakeholder Meeting,7.4,547.98,1,1,2
A003586,P0104,E008,2025-06-28,Client Review,0.5,28.38,4,0,1
A003587,P0067,E045,2025-09-17,Issue Resolution,6.5,603.49,0,0,0
A003588,P0099,E015,2026-06-30,Data Collection,5.1,428.38,7,1,1
A003589,P0110,E030,2026-08-05,Issue Resolution,4.3,337.36,5,0,1
A003590,P0109,E012,2025-10-05,Client Review,5.0,381.61,3,1,1
A003591,P0043,E045,2026-05-30,Kickoff,1.6,59.8,4,1,2
A003592,P0106,E040,2026-02-15,Project Administration,1.0,40.02,4,1,2
A003593,P0110,E026,2026-05-28,Data Collection,8.6,523.97,0,0,1
A003594,P0116,E018,2026-04-08,Reporting,6.7,602.21,4,0,1
A003595,P0043,E033,2026-05-15,Data Collection,0.5,20.32,5,0,0
A003596,P0028,E025,2026-04-18,Data Collection,4.1,246.85,2,0,1
A003597,P0071,E048,2025-12-24,Reporting,7.7,636.29,3,1,2
A003598,P0112,E034,2025-04-28,Client Review,4.8,260.1,2,0,0
A003599,P0109,E002,2025-12-11,Client Review,8.6,780.56,1,1,2
A003600,P0069,E042,2026-02-17,Stakeholder Meeting,8.1,737.76,7,0,1
A003601,P0018,E010,2025-06-03,Issue Resolution,2.1,80.68,4,0,1
A003602,P0051,E016,2025-11-15,Kickoff,5.1,367.12,3,1,1
A003603,P0086,E022,2025-12-03,Issue Resolution,4.4,192.43,2,0,1
A003604,P0068,E011,2025-08-07,Analysis,2.0,122.92,5,0,1
A003605,P0042,E048,2025-10-26,Reporting,1.9,168.85,0,0,0
A003606,P0042,E049,2025-11-09,Project Administration,3.5,137.91,4,0,1
A003607,P0008,E008,2025-10-09,Analysis,3.9,355.84,1,0,0
A003608,P0035,E017,2026-03-14,Stakeholder Meeting,6.2,586.94,7,0,0
A003609,P0081,E019,2025-12-03,Issue Resolution,8.1,609.24,6,1,1
A003610,P0029,E034,2025-12-13,Issue Resolution,6.8,383.36,6,1,2
A003611,P0120,E030,2026-03-26,Analysis,7.4,370.45,1,1,1
A003612,P0010,E034,2025-03-12,Quality Review,4.8,292.59,0,1,2
A003613,P0071,E002,2026-01-25,Analysis,7.0,320.53,3,0,1
A003614,P0060,E026,2025-07-19,Quality Review,5.1,184.64,2,1,1
A003615,P0100,E011,2025-04-10,Stakeholder Meeting,4.4,170.56,5,1,2
A003616,P0107,E012,2026-01-12,Kickoff,10.2,763.1,5,0,1
A003617,P0066,E039,2026-01-06,Project Administration,0.5,18.12,3,0,0
A003618,P0076,E008,2025-06-30,Reporting,0.8,42.47,1,1,2
A003619,P0084,E002,2026-06-22,Quality Review,6.5,491.29,2,2,3
A003620,P0063,E025,2025-08-18,Kickoff,4.8,218.34,4,2,3
A003621,P0023,E037,2025-07-02,Kickoff,1.9,104.38,2,0,1
A003622,P0052,E026,2025-12-12,Quality Review,2.9,106.97,2,1,1
A003623,P0029,E009,2025-12-26,Reporting,3.2,133.59,1,0,0
A003624,P0056,E039,2025-05-23,Analysis,7.7,373.88,0,1,2
A003625,P0074,E020,2025-09-26,Client Review,8.5,361.85,4,0,1
A003626,P0026,E036,2026-06-09,Stakeholder Meeting,9.6,607.91,7,1,2
A003627,P0030,E011,2026-01-29,Kickoff,1.5,63.93,7,2,3
A003628,P0099,E046,2026-04-28,Quality Review,2.1,111.95,7,0,1
A003629,P0046,E015,2025-12-22,Data Collection,1.9,148.99,5,2,2
A003630,P0024,E049,2026-08-15,Kickoff,8.7,645.81,5,1,2
A003631,P0086,E019,2025-11-03,Data Collection,6.5,376.87,0,0,0
A003632,P0086,E037,2025-12-12,Analysis,5.7,517.93,1,0,1
A003633,P0100,E026,2025-03-13,Quality Review,6.1,501.62,5,1,2
A003634,P0092,E004,2026-04-29,Project Administration,5.4,385.73,7,0,1
A003635,P0120,E005,2026-06-05,Data Collection,2.7,165.26,7,0,1
A003636,P0069,E021,2026-03-28,Kickoff,6.8,262.49,5,0,0
A003637,P0035,E010,2026-03-13,Data Collection,5.0,298.86,0,0,0
A003638,P0104,E031,2025-04-18,Analysis,2.5,169.29,7,0,0
A003639,P0032,E007,2026-03-27,Data Collection,6.9,651.78,2,1,2
A003640,P0035,E030,2026-06-06,Analysis,4.4,405.22,0,0,1
A003641,P0100,E011,2025-04-05,Project Administration,6.1,254.57,6,0,0
A003642,P0106,E010,2026-01-30,Stakeholder Meeting,5.2,487.53,1,0,0
A003643,P0041,E019,2026-06-26,Reporting,7.7,618.13,2,1,2
A003644,P0088,E030,2025-12-23,Client Review,6.1,463.09,5,0,1
A003645,P0111,E020,2026-02-07,Data Collection,3.3,294.41,7,1,2
A003646,P0096,E018,2026-01-06,Analysis,6.3,343.37,7,1,2
A003647,P0001,E018,2026-11-04,Stakeholder Meeting,6.4,377.33,1,1,1
A003648,P0080,E017,2026-04-24,Quality Review,6.8,593.35,1,0,1
A003649,P0021,E021,2026-03-30,Kickoff,8.1,334.04,6,0,0
